"number","map_index","status","reason","category","kor_name","english_name","region","latitude","longitude"
"283","1038","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","짐승 집회 세트","Beast Champion Set","surface","-120.984375","218.353221"
"284","1040","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","검은 칼날 세트","Black Knife Set","surface","-62.54","140.14"
"285","1042","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","사냥개기사 세트","Bloodhound Knight Set","surface","-87.414062","72.433874"
"286","1043","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","큰 산양 세트","Bull-Goat Set","surface","-104.078125","69.665502"
"287","1044","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","카리아 기사 세트","Carian Knight Set","surface","-136.484375","56.395704"
"288","1049","추가 검토 필요","방어구 명칭 차이 또는 데이터 누락","armor","시민의 옷","Commoner's Simple Garb","surface","-182.00625","89.026162"
"289","1050","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","왕의 반려 세트","Consort's Set","surface","-87.34844","66.57444"
"290","1052","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","도가니 도끼 세트","Crucible Axe Set","surface","-96.55","120.926"
"291","1054","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","용기사 세트","Drake Knight Set","surface","-119.203125","219.549662"
"292","1056","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","기행 마술사 세트(투구 제외)","Errant Sorcerer Set (No Helm)","surface","-91.914062","69.698042"
"293","1057","추가 검토 필요","방어구 명칭 차이 또는 데이터 누락","armor","눈의 서코트","Eye Surcoat","surface","-87.86094","66.53088"
"294","1058","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","손가락 무녀 세트","Finger Maiden Set","surface","-115.01","71.69"
"295","1059","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","지문 세트","Fingerprint Set","surface","-72.3","168.62"
"296","1060","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","겔미어 기사 세트","Gelmir Knight Set","surface","-87","72"
"297","1062","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","신의 살갗의 사도 세트","Godskin Apostle Set","surface","-163.178125","145.807398"
"298","1063","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","신의 살갗의 귀인 세트","Godskin Noble Set","surface","-142","87"
"299","1066","추가 검토 필요","방어구 명칭 차이 또는 데이터 누락","armor","야로다스의 휘석 머리","Hierodas Glintstone Crown","surface","-92.975","70.271849"
"300","1067","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","호슬로 세트","Hoslow's Set","surface","-67.85625","152.680643"
"301","1080","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","버섯 세트(왕관 제외)","Mushroom Set (No Crown)","surface","-85.220312","68.619916"
"302","1081","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","밤 기병 세트","Night's Cavalry Set","surface","-75.7","139.1"
"303","1082","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","귀인 세트","Noble's Set","surface","-75.078125","90.836225"
"304","1083","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","방랑 민족 상인 세트","Nomadic Merchant's Set","surface","-100.051563","122.987291"
"305","1088","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","흉조잡이 세트(투구 제외)","Omenkiller Set (No Helm)","surface","-97","64"
"306","1090","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","조향사 여행 세트","Perfumer Traveler's Set","surface","-178.68","138.98"
"307","1091","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","마술 교수 세트","Preceptor's Set","surface","-109.75","52.372118"
"308","1094","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","종군 늑대 세트","Raging Wolf Set","surface","-104.35","113.45679"
"309","1101","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","현자 세트","Sage Set","surface","-169.101562","81.50281"
"310","1102","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","피의 귀족 세트","Sanguine Set","surface","-71.75","132.6"
"311","1103","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","비늘 세트","Scaled Set","surface","-174.32188","98.39523"
"312","1105","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","눈 마녀 세트","Snow Witch Set","surface","-101.945312","53.95069"
"313","1106","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","여행 세트","Traveler's Set","surface","-36.798438","149.268446"
"314","1107","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","여행 무녀 세트","Traveling Maiden Set","surface","-67.348438","150.937088"
"315","1110","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","백면 갈대 세트","White Reed Set","surface","-66.673438","169.049536"
"316","1111","추가 검토 필요","세트 항목: 여러 방어구 중 대표 이미지 선택 필요","armor","자미엘 세트","Zamor Set","surface","-86.201563","148.049536"
"317","1112","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 야만적인 포효","Ash of War: Barbaric Roar","surface","-103.22656","72.18422"
"318","1113","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 연속 사격","Ash of War: Barrage","surface","-92.5125","71.53678"
"319","1114","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 철벽의 방패","Ash of War: Barricade Shield","surface","-214.16","115.2"
"320","1115","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 짐승의 포효","Ash of War: Beast's Roar","surface","-149.1375","155.247294"
"321","1116","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 흑염의 회오리","Ash of War: Black Flame Tornado","surface","-122.96875","216.221581"
"322","1117","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 피의 칼날","Ash of War: Blood Blade","surface","-98.5","79.15"
"323","1118","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 사냥개의 스텝","Ash of War: Bloodhound's Step","surface","-160.15","163.5928"
"324","1119","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 피의 참격","Ash of War: Bloody Slash","surface","-194.203125","126.477251"
"325","1120","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 그레이트 카리아","Ash of War: Carian Grandeur","surface","-107.071875","56.87009"
"326","1121","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 돌격","Ash of War: Charge Forth","surface","-144.04687","61.95639"
"327","1122","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 냉기 안개","Ash of War: Chilling Mist","surface","-103.89375","54.182321"
"328","1123","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 암석검","Ash of War: Cragblade","surface","-195.8375","148.35582"
"329","1124","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 디터미네이션","Ash of War: Determination","surface","-189.945312","108.340291"
"330","1125","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 2연속 베기","Ash of War: Double Slash","surface","-176.732812","147.208958"
"331","1126","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 적사자의 화염","Ash of War: Flame of the Redmanes","surface","-176.83","130.21"
"332","1127","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 염격","Ash of War: Flaming Strike","surface","-196.671","158.2136"
"333","1128","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 거인 사냥","Ash of War: Giant Hunt","surface","-115.74219","81.64517"
"334","1129","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 거인 사냥","Ash of War: Giant Hunt","surface","-119.42","63.73"
"335","1130","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 황금 패리","Ash of War: Golden Parry","surface","-95.72656","105.48087"
"336","1131","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 황금의 드롭 어택","Ash of War: Golden Slam","surface","-85.396615","94.507931"
"337","1132","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 황금 나무에 맹세코","Ash of War: Golden Vow","surface","-174.273437","104.128766"
"338","1133","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 그라비타스","Ash of War: Gravitas","surface","-199.203125","105.598927"
"339","1134","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 땅 흔들기","Ash of War: Ground Slam","surface","-190.28125","120.462541"
"340","1135","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 서리 밟기","Ash of War: Hoarfrost Stomp","surface","-111.587501","62.281216"
"341","1136","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 성역","Ash of War: Holy Ground","surface","-96.13281","119.63718"
"342","1137","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 얼음창","Ash of War: Ice Spear","surface","-151.154687","78.237202"
"343","1138","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 명탈권","Ash of War: Lifesteal Fist","surface","-180.215625","135.245995"
"344","1139","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 벼락 양","Ash of War: Lightning Ram","surface","-97.37188","91.11442"
"345","1140","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 낙뢰","Ash of War: Lightning Slash","surface","-86.171875","105.072635"
"346","1141","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 사자 베기","Ash of War: Lion's Claw","surface","-182.714062","129.69193"
"347","1142","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 로레타의 참격","Ash of War: Loretta's Slash","surface","-103.696875","57.255551"
"348","1143","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 강화 사격","Ash of War: Mighty Shot","surface","-213.31875","114.646254"
"349","1144","추가 검토 필요","전회 명칭 차이 또는 데이터 누락","ash_of_war","전회: 환영의 창","Ash of War: Phantom Slash","surface","-100.1","135.05"
"350","1145","추가 검토 필요","전회 명칭 차이 또는 데이터 누락","ash_of_war","전회: 독나방은 두 번 춤춘다","Ash of War: Poison Moth Flight","surface","-185.3","142.416829"
"351","1146","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 독 안개","Ash of War: Poisonous Mist","surface","-183.89062","140.1906"
"352","1147","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 기도의 일격","Ash of War: Prayerful Strike","surface","-101.6","105"
"353","1148","추가 검토 필요","전회 명칭 차이 또는 데이터 누락","ash_of_war","전회: 애로우 레인","Ash of War: Rain of Arrows","surface","-167.703","159.029"
"354","1149","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 안개의 맹금","Ash of War: Raptor of the Mists","surface","-130.69531","56.870444"
"355","1150","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 연속 찌르기","Ash of War: Repeating Thrust","surface","-189.04","109.04"
"356","1151","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 도읍 기사의 결의","Ash of War: Royal Knight's Resolve","surface","-86.148437","63.746416"
"357","1152","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 신성한 칼날","Ash of War: Sacred Blade","surface","-176.453125","121.682047"
"358","1153","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 성률","Ash of War: Sacred Order","surface","-99.0625","66.00918"
"359","1154","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 성스러운 빛고리","Ash of War: Sacred Ring of Light","surface","-181.78125","144.58705"
"360","1155","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 할복","Ash of War: Seppuku","surface","-61.77344","169.33228"
"361","1156","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 성률 공유","Ash of War: Shared Order","surface","-103.42","83.4001"
"362","1157","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 방패 공격","Ash of War: Shield Bash","surface","-128","58"
"363","1158","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 돌격 강타","Ash of War: Shield Crash","surface","-101.21","75.92"
"364","1159","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 허공에 쏘기","Ash of War: Sky Shot","surface","-164.320312","135.432643"
"365","1160","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 환영창","Ash of War: Spectral Lance","surface","-135.28","56.908"
"366","1161","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 파고들어 회전 베기","Ash of War: Stamp (Sweep)","surface","-188.90625","92.883315"
"367","1162","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 폭풍의 습격","Ash of War: Storm Assault","surface","-174.53","84.0201"
"368","1163","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 남각","Ash of War: Storm Stomp","surface","-187.632812","102.246541"
"369","1164","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 폭풍의 벽","Ash of War: Storm Wall","surface","-174.875","89.949392"
"370","1165","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 폭풍 부르기","Ash of War: Stormcaller","surface","-175.396874","86.133464"
"371","1166","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 검무","Ash of War: Sword Dance","surface","-148.32","44.49631"
"372","1167","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 토푸스의 역장","Ash of War: Thops's Barrier","surface","-138.390625","47.302565"
"373","1168","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 토푸스의 역장 - 이리스 교회","Ash of War: Thops's Barrier - Church of Irith","surface","-173.09375","82.152143"
"374","1169","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 관통 사격","Ash of War: Through and Through","surface","-82.44","61.12"
"375","1170","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 트롤의 포효","Ash of War: Troll's Roar","surface","-91.304","156.7074"
"376","1171","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 거합","Ash of War: Unsheathe","surface","-197.421875","111.645339"
"377","1172","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 무적","Ash of War: Vow of the Indomitable","surface","-158.807812","59.899504"
"378","1173","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","ash_of_war","전회: 난격","Ash of War: Wild Strikes","surface","-178.828125","92.980073"
"379","1189","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","consumable","결정 투척 화살 x4","Crystal Dart x4","surface","-69.92656","132.34091"
"380","1205","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","consumable","용의 심장 x3","Dragon Heart x3","surface","-156.82812","54.48754"
"381","1224","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","불화살 - 1x Stormhill Warmaster Shack","Fire Arrow - 1x Stormhill Warmaster Shack ","surface","-179.63","98.75"
"382","1227","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","consumable","불기름 x3 - Stormveil Castle","Fire Grease -x3 - Stormveil Castle","surface","-182.55","90.012"
"383","1241","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","황금의 룬","Golden Rune","surface","-91.18125","70.018209"
"384","1429","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","축복의 물방울","Grace Mimic (B)","surface","-90","110.2"
"385","1434","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","영웅의 룬 [1]","Hero's Rune (1)","surface","-105.6","112.59"
"386","1435","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","영웅의 룬 [1]","Hero's Rune (1) A","surface","-66.015625","168.738305"
"387","1441","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","영웅의 룬 [1]","Hero's Rune [1] - Hidden Path to the Haligtree","surface","-84.289062","141.018497"
"388","1473","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","consumable","거북 목 절임 x1 - Castle Morne","Pickled Turtle Neck (B) x1 - Castle Morne","surface","-227.78438","106.9578"
"389","1475","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","consumable","거북 목 절임 x3 - Weeping Peninsula","Pickled Turtle Neck x3 - Weeping Peninsula","surface","-207.61719","112.33256"
"390","1478","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","독 투척 뼈화살","Poisonbone Dart (A)","surface","-212.59531","99.44772"
"391","1486","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","회춘의 환약","Rejuvenating Boluses (B)","surface","-131.640625","214.644829"
"392","1519","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","부드러운 면","Soft Cotton B","surface","-72.3875","156.977326"
"393","1525","추가 검토 필요","묶음 수량 제거 후에도 동일 데이터 없음","consumable","영혼 불 화살 - 15x Elphael, Brace of the Haligtree","Spiritflame Arrow - 15x Elphael, Brace of the Haligtree","surface","-35.121875","148.154407"
"394","1541","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","consumable","동상 이끼약 x2","Thawfrost Boluses x2","surface","-68.92344","131.42688"
"395","1542","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","consumable","투척 단검 x8 - Castle Morne","Throwing Dagger x8 - Castle Morne","surface","-229.57969","106.50453"
"396","1549","형식 정리로 매칭 가능","형식 정리로 매칭 가능(수량/위치/접두사/기호/공백)","consumable","따스함의 돌 x4","Warming Stone x4","surface","-66.54375","147.14504"
"397","1560","추가 검토 필요","결정 물방울 번역 차이 또는 데이터 누락","flask_upgrade","넘치는 붉은 결정 물방울","Crimsonspill Crystal Tear","surface","-86.176562","91.74612"
"398","1562","추가 검토 필요","결정 물방울 번역 차이 또는 데이터 누락","flask_upgrade","기량 혹 결정 물방울","Dexterity-knot Crystal Tear","surface","-154.046875","63.677607"
"399","1563","추가 검토 필요","결정 물방울 번역 차이 또는 데이터 누락","flask_upgrade","신앙 혹 결정 물방울","Faith-knot Crystal Tear","surface","-205.26094","108.12919"
"400","1564","추가 검토 필요","결정 물방울 번역 차이 또는 데이터 누락","flask_upgrade","화염 두른 깨진 물방울","Flame-Shrouding Cracked Tear","surface","-166.995312","129.17451"
"401","1598","추가 검토 필요","결정 물방울 번역 차이 또는 데이터 누락","flask_upgrade","넘치는 초록 결정 물방울","Greenspill Crystal Tear","surface","-189.09375","122.494002"
"402","1600","추가 검토 필요","결정 물방울 번역 차이 또는 데이터 누락","flask_upgrade","지력 혹 결정 물방울","Intelligence-knot Crystal Tear","surface","-112.1328","54.722"
"403","1622","추가 검토 필요","결정 물방울 번역 차이 또는 데이터 누락","flask_upgrade","돌가시 깨진 물방울","Stonebarb Cracked Tear","surface","-167.28125","155.70632"
"404","1623","추가 검토 필요","결정 물방울 번역 차이 또는 데이터 누락","flask_upgrade","근력 혹 결정 물방울","Strength-Knot Crystal Tear","surface","-177.40625","98.775087"
"405","1624","추가 검토 필요","결정 물방울 번역 차이 또는 데이터 누락","flask_upgrade","나뭇가지 깨진 물방울","Twiggy Cracked Tear","surface","-88.578125","114.556738"
"406","1644","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","영웅의 노래 그림","Champion's Song Painting","surface","-81.78906","83.3516"
"407","1645","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","케로네의 마술사탑 거북이 표식 1","Chelona's Rise Turtle Marker 1","surface","-168.382813","44.289076"
"408","1646","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","케로네의 마술사탑 거북이 표식 2","Chelona's Rise Turtle Marker 2","surface","-165.175","59.499918"
"409","1647","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","케로네의 마술사탑 거북이 표식 3","Chelona's Rise Turtle Marker 3","surface","-156.337499","46.182232"
"410","1662","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","덱타스의 부절(좌)","Dectus Medallion (Left)","surface","-194.921875","126.07481"
"411","1663","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","덱타스의 부절(우)","Dectus Medallion (Right)","surface","-172.609375","156.301929"
"412","1664","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","선잠","Dozing Cross-Legged","surface","-179.367187","87.004378"
"413","1671","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","손가락 끊기 칼","Finger Severer","surface","-195.671875","100.963762"
"414","1672","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","손가락 자국 포도","Fingerprint Grape","surface","-116.40625","72.137323"
"415","1675","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","날지 못하는 새 그림","Flightless Bird Painting","surface","-103.890625","112.599511"
"416","1688","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy A","surface","-173.46875","99.675821"
"417","1689","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy C","surface","-170.65625","124.164723"
"418","1690","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy D","surface","-115.929687","71.531852"
"419","1691","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy E","surface","-139.179687","56.206009"
"420","1692","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy F","surface","-135.65625","59.197738"
"421","1693","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy G","surface","-97.33","120.58"
"422","1694","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy H","surface","-213.50469","99.92418"
"423","1695","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약","Furlcalling Finger Remedy I","surface","-59.867188","157.899361"
"424","1696","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","갈고리 부르는 손가락약 - Highroad Cave","Furlcalling Finger Remedy J - Highroad Cave ","surface","-173.410937","108.012393"
"425","1697","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","영혼 묘 은방울꽃 채취자의 방울 [3]","Ghost-Glovewort Picker's Bell Bearing (3)","surface","-34.725","149.198113"
"426","1706","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","휘석 숫돌 칼날","Glintstone Whetblade","surface","-137.03125","57.743758"
"427","1707","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","묘 은방울꽃 채취자의 방울 [1]","Glovewort Picker's Bell Bearing (1)","surface","-91.882812","73.54563"
"428","1708","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","묘 은방울꽃 채취자의 방울 [3]","Glovewort Picker's Bell Bearing (3)","surface","-132.609375","214.80106"
"429","1710","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","금 바늘","Gold Sewing Needle","surface","-132.40625","67.884738"
"430","1712","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","황금 재봉 도구","Golden Tailoring Tools","surface","-131.5","67.66595"
"431","1713","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","고스토크의 방울","Gostoc's Bell Bearing","surface","-182.117187","89.293605"
"432","1714","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","중력석 장사의 방울","Gravity Stone Peddler's Bell Bearing","surface","-164.190625","136.369853"
"433","1716","추가 검토 필요","맵 전용 표식/보상 포함: E 데이터에서 동일 제목 없음","key_item","성수의 비부절(좌)","Haligtree Secret Medallion (Left)","surface","-57.65625","158.39342"
